API Well Number,County,Company Name,API Hole Number,Sidetrack,Completion,Well Type,Production Field Name,Well Status,Well Name,Town,Producing Formation,Months in Production,"Gas Produced, MCF","Water Produced, bbl",Reporting Year,Location 1
31013202010000,13,"Lenape Resources, Inc.",20201,0,0,GD,Lakeshore,AC,Colander/Johnson #335,Ellery,Medina,12,83747,0,1987,"Ellery, NY
(42.19514403000045, -79.38579925999966)"
31003672900000,3,"McDonald, Gerald L.",67290,0,0,GD,Beech Hill-Independence,AC,Lund Fee #2,Independence,Fulmer Valley,12,0,0,1989,"Independence, NY
(42.088116312000466, -77.78137991299968)"
31069195370000,69,Bloomfield Central School,19537,0,0,GD,East Bloomfield,PA,Fee 1,East Bloomfield,Medina,0,0,0,1993,"East Bloomfield, NY
(42.8970310410005, -77.44275974599964)"
31013121740000,13,Belden & Blake Corporation,12174,0,0,GD,Lakeshore,AC,Foreman 1341 #1,Dunkirk,Medina,12,1601,14,1992,"Dunkirk, NY
(42.487243753000485, -79.33577835999967)"
31053040020000,53,"Nornew, Inc.",4002,0,0,GW,Lebanon,AC,Parteko N-748,Lebanon,Herkimer-Oneida,12,32578,0,1999,"Lebanon, NY
(42.78105401200048, -75.64767937299968)"
31029034530000,29,Iroquois Gas Corp.,3453,0,0,GD,Unnamed,UN,Baker Joseph 1,Colden,None Specified,,,,2000,"Colden, NY
(42.64848076400045, -78.68738691599964)"
31013182550000,13,"Lenape Resources, Inc.",18255,0,0,GD,Lakeshore,AC,Cady 721,Mina,Medina,7,184,0,1995,"Mina, NY
(42.129732772000466, -79.68820686199967)"
31107212640000,107,Central New York Oil & Gas Co.,21264,0,0,GE,Stagecoach,AC,Owen 01,Nichols,Onondaga,12,99816,170,1993,"Nichols, NY
(42.02007088200048, -76.36695757799964)"
31101215920000,101,"Columbia Natural Resources, Inc.",21592,0,0,GW,Glodes Corners Road,AC,Gray 21625,Pulteney,Black River,12,256190,2,1998,"Pulteney, NY
(42.52738105900045, -77.16547871399968)"
31029603160000,29,Seneca Resources Corp.,60316,0,0,GD,Orchard Park-Hamburg,AC,Becher(Deenfrund)#993-I,Orchard Park,Medina,12,6509,0,1993,"Orchard Park, NY
(42.76718214500045, -78.74387926899965)"
31013199880000,13,Vineyard Oil & Gas Co.,19988,0,0,GD,Lakeshore,AC,Monk 1,Ripley,Medina,12,5829,55,1990,"Ripley, NY
(42.26656226300048, -79.71128793299965)"
31013163810000,13,Great Lakes Energy Partners,16381,0,0,GD,Lakeshore,AC,"Ambrose,R 2",Chautauqua,Medina,12,3778,0,2000,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31009172670000,9,Great Lakes Energy Partners,17267,0,0,GD,Lakeshore,AC,"Stone, R #1",Conewango,Medina,11,2651,0,1997,"Conewango, NY
(42.239622435000456, -79.05676892799966)"
31013114990000,13,Belden & Blake Corporation,11499,0,0,GD,Lakeshore,AC,Crawford 1,Arkwright,Medina,12,3376,18,1993,"Arkwright, NY
(42.40699727700047, -79.23642814699963)"
31029189420000,29,"Alden Aurora Gas Co.,  Inc.",18942,0,0,GD,Alden-Lancaster,AC,Ali 1,Alden,Medina,3,1386,0,1994,"Alden, NY
(42.90013055000048, -78.49091643399964)"
31013203150000,13,L. W. Resources,20315,0,0,GD,Lakeshore,AC,Dydynski Unit #2,Hanover,Medina,12,200,0,1991,"Hanover, NY
(42.963563303000456, -75.37938870499966)"
31013152980000,13,Great Lakes Energy Partners,15298,0,0,GD,Lakeshore,AC,"Keopka, H 2",Chautauqua,Medina,12,2229,0,1995,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31029145850000,29,Mother of Divine Grace Church,14585,0,0,GD,Buffalo,IN,Fee #1,Cheektowaga,Medina,0,0,0,1999,"Cheektowaga, NY
(42.90393124600047, -78.74056984999964)"
31013182600000,13,Great Lakes Energy Partners,18260,0,0,GD,Lakeshore,AC,"Ploetz, W 1",Poland,Devonian Shale,12,235,0,1996,"Poland, NY
(43.23037120900045, -75.07312681499963)"
31029177070000,29,"Pan Energy Company, Inc.",17707,0,0,GD,Concord,AC,"Smith, N 1",Colden,Onondaga,10,1043,0,1995,"Colden, NY
(42.64848076400045, -78.68738691599964)"
31013152140000,13,Great Lakes Energy Partners,15214,0,0,GD,Lakeshore,AC,"Neratko,J 3",Westfield,Devonian Shale,12,2029,0,2000,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31013103160000,13,Belden & Blake Corporation,10316,0,0,GD,Lakeshore,AC,Wakley 49,Ripley,Medina,8,325,0,1986,"Ripley, NY
(42.26656226300048, -79.71128793299965)"
31013156760000,13,"Nornew, Inc.",15676,0,0,GW,Lakeshore,AC,"Hydrocarbon, F.S.#1",Ellicott,Medina,12,3265,89,1993,"Ellicott, NY
(42.8744233810005, -78.85339824199963)"
31013137730000,13,Belden & Blake Corporation,13773,0,0,GD,Lakeshore,AC,Smith 571,Chautauqua,Medina,12,11261,0,1990,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31029187340000,29,"Cotton Well Drilling Co., Inc.",18734,0,0,GD,Brant-Eden,AC,Pasnik #1,Eden,Medina,0,0,0,1989,"Eden, NY
(42.66478221800048, -78.88882822399967)"
31013113420000,13,Belden & Blake Corporation,11342,0,0,GD,Lakeshore,AC,Crandall Unit 326 1,Stockton,Medina,12,1102,0,1989,"Stockton, NY
(42.31662335800047, -79.35563933699967)"
31013181160000,13,"GFS Energy, Inc.",18116,0,0,GD,Lakeshore,AC,Olson Unit #5,Gerry,Medina,9,4857,0,1991,"Gerry, NY
(42.19296008200047, -79.24892957399965)"
31013113050000,13,Belden & Blake Corporation,11305,0,0,GD,Lakeshore,AC,Streubel 286,Chautauqua,Medina,12,2443,6,1988,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31013208260000,13,Seneca Resources Corp.,20826,0,0,GD,Lakeshore,AC,Singer #6737,Busti,Medina,12,6677,0,1997,"Busti, NY
(42.03788189500045, -79.28375662499968)"
31013106010000,13,Belden & Blake Corporation,10601,0,0,GD,Lakeshore,IN,Haywood 1,Portland,Medina,1,355,0,1989,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31029208600000,29,Cheektowaga-Maryvale Union Free School District,20860,0,0,GD,Buffalo,AC,Maryvale High #3,Cheektowaga,Medina,12,673,0,1993,"Cheektowaga, NY
(42.90393124600047, -78.74056984999964)"
31013163250000,13,"Chautauqua Energy,  Inc.",16325,0,0,GD,Lakeshore,AC,Crossman 1,Ripley,Medina,7,1113,0,1986,"Ripley, NY
(42.26656226300048, -79.71128793299965)"
31013158190000,13,"Cotton Well Drilling Co., Inc.",15819,0,0,GD,Lakeshore,AC,Hall #1,Arkwright,Medina,12,1702,0,1998,"Arkwright, NY
(42.40699727700047, -79.23642814699963)"
31037124080000,37,United States Gypsum Co.,12408,0,0,GD,Huron Creek,AC,Lawrence #2,Pembroke,Medina,12,1434,0,1991,"Pembroke, NY
(43.01478113200045, -78.34690983699966)"
31029029660000,29,"Reserve Gas Co., Inc.",2966,0,0,GD,Alden-Lancaster,AC,Beachy 1,Alden,Medina,12,234,0,1998,"Alden, NY
(42.90013055000048, -78.49091643399964)"
31009211990000,9,"Pefley Oil & Gas, Inc.",21199,0,0,GD,Lakeshore,AC,Pfitzer #2,New Albion,Medina,12,1902,0,1999,"New Albion, NY
(42.28950865900049, -78.88947878099964)"
31013155790000,13,"Kastle Resources Enterprises, Inc.",15579,0,0,GW,Lakeshore,AC,Delahoy #2,Ellington,Medina,12,1587,0,1998,"Ellington, NY
(42.217001377000486, -79.10806714699964)"
31029155350000,29,"Schreiner Oil & Gas, Inc.",15535,0,0,GD,East Aurora,IN,Kold #848,Aurora,Medina,0,0,0,1993,"Aurora, NY
(42.75771390300048, -76.70292830999966)"
31013136270000,13,U S Energy Development Corp.,13627,0,0,GD,Lakeshore,SI,Manuel,Dunkirk,Medina,0,0,0,1987,"Dunkirk, NY
(42.487243753000485, -79.33577835999967)"
31013125390000,13,"Kastle Resources Enterprises, Inc.",12539,0,0,GD,Lakeshore,AC,Maziar NY #22,Cherry Creek,Grimsby,12,5993,0,1996,"Cherry Creek, NY
(42.29336363900046, -79.09200686499963)"
31013185090000,13,Great Lakes Energy Partners,18509,0,0,GD,Lakeshore,AC,"Tenpas, W #1",Ellington,Medina,12,1240,0,1992,"Ellington, NY
(42.217001377000486, -79.10806714699964)"
31009686950000,9,Bkg Truck Repair,68695,0,0,GD,Hotchkiss Hollow,IN,Hotchkiss Hollow #10x,Cold Spring,Upper Devonian,12,0,0,1996,"Cold Spring, NY
(41.41823013700048, -73.95766968599963)"
31123175400000,123,"Zimmerman, Aaron W.",17540,0,0,GD,South Penn Yan,AC,Zimmerman 1,Milo,Queenston,0,0,0,1993,"Milo, NY
(40.6085614860005, -73.90529958999963)"
31099196230000,99,"Columbia Natural Resources, Inc.",19623,0,0,GD,Fayette-Waterloo,AC,Somerville 5 (4155),Varick,Queenston,12,3120,0,1990,"Varick, NY
(42.7672223400005, -76.76946950499968)"
31013007590000,13,Seneca Resources Corp.,759,0,0,GD,Lakeshore,AC,Thies (Maggio) #2003-I,Arkwright,Medina,12,1407,15,1993,"Arkwright, NY
(42.40699727700047, -79.23642814699963)"
31029162120000,29,"Stedman Energy, Inc.",16212,0,0,GD,Brant-Eden,AC,Distefano 1,Eden,Medina,12,4581,46,1992,"Eden, NY
(42.66478221800048, -78.88882822399967)"
31029044400000,29,Belden & Blake Corporation,4440,0,0,GD,Sardinia,AC,Lascala 1244 (IGC 2075),Sardinia,Medina,10,858,0,1992,"Sardinia, NY
(42.540873304000456, -78.51533735199968)"
31029162920000,29,"Stedman Energy, Inc.",16292,0,0,GD,Brant-Eden,AC,Vacco 1,Eden,Medina,0,606,6,1996,"Eden, NY
(42.66478221800048, -78.88882822399967)"
31037195710000,37,United States Gypsum Co.,19571,0,0,GD,Huron Creek,AC,Bartlett #1,Darien,Medina,12,7601,0,1998,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31013143180000,13,Great Lakes Energy Partners,14318,0,0,GD,Lakeshore,AC,"Strong, R 1",Ripley,Medina,12,214,0,1997,"Ripley, NY
(42.26656226300048, -79.71128793299965)"
31029115090000,29,"Ardent Resources, Inc.",11509,0,0,GE,Concord,AC,Whiteman 1,Concord,Medina,12,892,0,1997,"Concord, NY
(42.53582208600045, -78.71790859699968)"
31013177180000,13,"REI-NY, Inc.",17718,0,0,GD,Lakeshore,AC,Josephson 3,Gerry,Medina,12,12833,16,1990,"Gerry, NY
(42.19296008200047, -79.24892957399965)"
31009164100000,9,"Texas Keystone, Inc.",16410,0,0,GD,Lakeshore,AC,W Wilder #1,Persia,Medina,12,3186,0,1992,"Persia, NY
(42.3847813000005, -78.93615603399968)"
31013114710000,13,Belden & Blake Corporation,11471,0,0,GD,Lakeshore,AC,Woodbury 1224,Sheridan,Medina,12,11562,2,1992,"Sheridan, NY
(42.48838573900048, -79.23725606999966)"
31013170230000,13,"Nornew, Inc.",17023,0,0,GD,Lakeshore,AC,"Nelson, E. Unit #1",Kiantone,Medina,9,8506,0,1989,"Kiantone, NY
(42.02199943500045, -79.19809619699964)"
31003145220000,3,"Brubaker, Glenn R.",14522,0,0,GD,Beech Hill-Independence,SI,Briggs #2218-I,Independence,Penny & Fulmer Valley,0,0,0,1990,"Independence, NY
(42.088116312000466, -77.78137991299968)"
31009168100000,9,Eastern American Energy Corp.,16810,0,0,GD,Lakeshore,AC,Senn #2,Randolph,Medina,12,4671,52,1991,"Randolph, NY
(42.16233121400046, -78.97460960099966)"
31013172770000,13,Great Lakes Energy Partners,17277,0,0,GD,Lakeshore,AC,"Cooper,J 6",Poland,Medina,12,4768,8,1993,"Poland, NY
(43.23037120900045, -75.07312681499963)"
31013162280000,13,Great Lakes Energy Partners,16228,0,0,GD,Lakeshore,AC,NYSRA #5-19,Chautauqua,Medina,12,776,0,1996,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31051174670000,51,"Lenape Resources, Inc.",17467,0,0,GD,Uhley Corners-Caledonia,AC,Llop 225,York,Medina,12,11303,0,1989,"York, NY
(43.20406110900046, -76.93921900099963)"
31013131210000,13,Great Lakes Energy Partners,13121,0,0,GD,Lakeshore,AC,Cochrane Farms 5,Ripley,Medina,12,740,0,1999,"Ripley, NY
(42.26656226300048, -79.71128793299965)"
31029122900000,29,Belden & Blake Corporation,12290,0,0,GD,Lakeview,AC,Nudd #1-1383,Brant,Medina,8,1319,0,1991,"Brant, NY
(42.59375254100047, -79.01745785999964)"
31013169980000,13,"Cotton Well Drilling Co., Inc.",16998,0,0,GD,Lakeshore,AC,Mason #1,Mina,Medina,12,7243,130,1998,"Mina, NY
(42.129732772000466, -79.68820686199967)"
31013164740000,13,Belden & Blake Corporation,16474,0,0,GD,Lakeshore,AC,"Glass, D. #615",Westfield,Medina,12,20558,63,1987,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31013152630000,13,"Pefley Oil & Gas, Inc.",15263,0,0,GD,Lakeshore,AC,Babyak #2,Busti,Medina,0,1370,130,1990,"Busti, NY
(42.03788189500045, -79.28375662499968)"
31013183370000,13,"Nornew, Inc.",18337,0,0,GD,Lakeshore,AC,Mee #1,Poland,Medina,12,32039,0,1986,"Poland, NY
(43.23037120900045, -75.07312681499963)"
31013185700000,13,"Lenape Resources, Inc.",18570,0,0,GD,Lakeshore,AC,Hugg 678 #1,Ripley,Medina,7,1163,0,1997,"Ripley, NY
(42.26656226300048, -79.71128793299965)"
31029649130000,29,"Weil Resources, Inc.",64913,0,0,GD,East Aurora,AC,Fee #4,Aurora,Akron,12,1941,0,1993,"Aurora, NY
(42.75771390300048, -76.70292830999966)"
31013111100000,13,Belden & Blake Corporation,11110,0,0,GD,Lakeshore,AC,Duink 106,Mina,Medina,12,2839,30,1992,"Mina, NY
(42.129732772000466, -79.68820686199967)"
31013112630000,13,Belden & Blake Corporation,11263,0,0,GD,Lakeshore,AC,Easton 1,Portland,Medina,12,1642,0,1996,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31037117780000,37,Clover Oil & Gas Co.,11778,0,0,GD,Alden-Lancaster,AC,Wozniak 1,Darien,Medina,12,1663,0,1991,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31013201800000,13,Great Lakes Energy Partners,20180,0,0,GD,Lakeshore,AC,"Carlson, L #4",Poland,Medina,12,3356,0,1988,"Poland, NY
(43.23037120900045, -75.07312681499963)"
31029179770000,29,"Stedman Energy, Inc.",17977,0,0,GD,Brant-Eden,AC,Gier #1,Brant,Medina,12,527,,2000,"Brant, NY
(42.59375254100047, -79.01745785999964)"
31029166030000,29,"Earsing, Mary E.",16603,0,0,GD,Alden-Lancaster,AC,Albrecht #1,Marilla,Medina,0,0,0,1987,"Marilla, NY
(42.83851105500048, -78.55520668799966)"
31013153680000,13,Great Lakes Energy Partners,15368,0,0,GD,Lakeshore,AC,"Vernon, L 2",Westfield,Medina,11,2526,0,1993,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31013153420000,13,Great Lakes Energy Partners,15342,0,0,GD,Lakeshore,AC,"Wilcox, R 1",Chautauqua,Medina,12,428,0,1999,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31013104770000,13,Belden & Blake Corporation,10477,0,0,GD,Lakeshore,AC,Marvin 1119,Portland,Medina,0,0,0,1988,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31029200790000,29,"Josela Enterprises, Inc.",20079,0,0,GD,Alden-Lancaster,PA,Josela Enterprises 2,Lancaster,Medina,0,0,0,1990,"Lancaster, NY
(42.90039405300047, -78.67012970499968)"
31013118670000,13,Belden & Blake Corporation,11867,0,0,GD,Lakeshore,AC,Cross 388,Chautauqua,Medina,12,3701,11,1998,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31013178570000,13,Terra Energy,17857,0,0,GD,Lakeshore,AC,Hopkins-Davis #5,Sheridan,Medina,0,10700,0,1988,"Sheridan, NY
(42.48838573900048, -79.23725606999966)"
31009170550000,9,"Pefley Oil & Gas, Inc.",17055,0,0,GD,Lakeshore,IN,"Baker, F #1",New Albion,Medina,0,0,0,1989,"New Albion, NY
(42.28950865900049, -78.88947878099964)"
31013104700000,13,"Baker, James J. & Jacqueline J",10470,0,0,GD,Lakeshore,AC,13 Miller,Chautauqua,Medina,0,0,0,1985,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31013120640000,13,"Basic Energy Producers, Inc.",12064,0,0,GD,Lakeshore,AC,Billerio #2,Portland,Medina,9,3624,0,1989,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31009170950000,9,Great Lakes Energy Partners,17095,0,0,GD,Lakeshore,AC,"Miller, A #1",Conewango,Medina,12,2437,0,1998,"Conewango, NY
(42.239622435000456, -79.05676892799966)"
31037205800000,37,United States Gypsum Co.,20580,0,0,GD,Bethany,AC,Lor-Rob Dairy Farms #15 (6804),Bethany,Medina,12,6355,288,1991,"Bethany, NY
(42.91424359000047, -78.19239885099967)"
31013172830000,13,"Kastle Resources Enterprises, Inc.",17283,0,0,GD,Lakeshore,AC,Hess #2,Cherry Creek,Medina,12,927,0,1998,"Cherry Creek, NY
(42.29336363900046, -79.09200686499963)"
31013112950000,13,Belden & Blake Corporation,11295,0,0,GD,Lakeshore,AC,Yukon 367,Ripley,Medina,0,0,0,1987,"Ripley, NY
(42.26656226300048, -79.71128793299965)"
31029126410000,29,"West Seneca, Town of",12641,0,0,GD,West Seneca,AC,West Seneca,West Seneca,Medina,12,1950,0,1995,"West Seneca, NY
(42.8498506140005, -78.80010811999966)"
31013116130000,13,"20 Bliss Street, Inc.",11613,0,0,GD,Lakeshore,IN,Manley 2,Sheridan,Medina,0,0,0,1998,"Sheridan, NY
(42.48838573900048, -79.23725606999966)"
31009170140000,9,Eastern American Energy Corp.,17014,0,0,GD,Lakeshore,AC,Barton #1,Randolph,Medina,12,1507,0,1994,"Randolph, NY
(42.16233121400046, -78.97460960099966)"
31029040950000,29,"Skora, James B",4095,0,0,GD,North Collins,AC,Gernatt D 1,North Collins,Medina,12,250,0,1987,"North Collins, NY
(42.59468150000049, -78.94094821499965)"
31051161070000,51,"Lenape Resources, Inc.",16107,0,0,GD,Finnegan Hill,AC,Wadsworth 56,Caledonia,Medina,11,1397,0,1986,"Caledonia, NY
(42.97387118100045, -77.85328841499967)"
31013141830000,13,"Growers Coop Grape Juice Co.,  Inc",14183,0,0,GD,Lakeshore,AC,Grape Juice #1,Westfield,Medina,12,2025,0,1993,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31123205390000,123,"Ardent Resources, Inc.",20539,0,0,GE,North Penn Yan,IN,Barden 1,Benton,Medina-Queenston,9,885,0,1997,"Benton, NY
(42.71756751200047, -77.04357874799967)"
31037173830000,37,United States Gypsum Co.,17383,0,0,GD,Alden-Lancaster,AC,Kaczmarek #2,Darien,Medina,12,4499,0,1997,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31003627060000,3,Hunt Oil Co.,62706,0,0,IW,Richburg,AC,Bellamy Farm #9w,Alma,Richburg,12,,20,2000,"Alma, NY
(42.01271066300046, -78.05476991799964)"
31013011570000,13,"Heintz Gas & Oil Co., Inc.",1157,0,0,GD,Lakeshore,AC,Schafer 1102,Sheridan,Medina,12,3077,0,1995,"Sheridan, NY
(42.48838573900048, -79.23725606999966)"
31029607960000,29,"Stiegler, Daniel M.",60796,0,0,GD,Buffalo,AC,Stiegler #1,Cheektowaga,Medina,12,530,0,1998,"Cheektowaga, NY
(42.90393124600047, -78.74056984999964)"
31013123870000,13,"Lenape Resources, Inc.",12387,0,0,GD,Lakeshore,AC,Glowniak 479 #1,Arkwright,Medina,0,0,0,1985,"Arkwright, NY
(42.40699727700047, -79.23642814699963)"
31013027400000,13,Seneca Resources Corp.,2740,0,0,GD,Lakeshore,AC,Cross(Sharp)#1941-I,Sheridan,Medina,12,4735,0,1987,"Sheridan, NY
(42.48838573900048, -79.23725606999966)"
31013177890000,13,"Tenpas, Harold R.",17789,0,0,GD,Lakeshore,AC,H Tenpas Unit #1,Sherman,Medina,12,0,0,1993,"Sherman, NY
(42.159343358000456, -79.59595849699963)"
31099194700000,99,"Columbia Natural Resources, Inc.",19470,0,0,GD,Fayette-Waterloo,AC,Lerch 1 (4085),Varick,Queenston,3,6405,0,1985,"Varick, NY
(42.7672223400005, -76.76946950499968)"
31029042070000,29,Seaport Natural Gas Co.,4207,0,0,GD,Lakeview,AC,Critoph Nurseries 1,Evans,Medina,12,1085,9,1993,"Evans, NY
(42.69834088200048, -78.94540989999967)"
31013218470000,13,"Chautauqua Energy,  Inc.",21847,0,0,GD,Lakeshore,AC,Herbert #1,Westfield,Medina,12,3200,0,1993,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31013220170000,13,"Universal Resources Holdings , Inc.",22017,0,0,GD,Lakeshore,AC,Johnson #1,Charlotte,Medina,12,8276,150,1993,"Charlotte, NY
(43.24540427500045, -77.61779716599966)"
31029127450000,29,"Ardent Resources, Inc.",12745,0,0,GD,Concord,AC,Heary C. N1617,Concord,Medina,12,2306,11,1991,"Concord, NY
(42.53582208600045, -78.71790859699968)"
31013184050000,13,"Lenape Resources, Inc.",18405,0,0,GD,Lakeshore,AC,Spacht 673,Ripley,Medina,12,915,0,1989,"Ripley, NY
(42.26656226300048, -79.71128793299965)"
31029127840000,29,"Stedman Energy, Inc.",12784,0,0,GD,Elma,AC,Kaiser 1,Elma,Medina,9,1224,0,1993,"Elma, NY
(42.8488412640005, -78.64054591599967)"
31029603160000,29,Seneca Resources Corp.,60316,0,0,GD,Orchard Park-Hamburg,AC,Becher(Deenfrund)#993-I,Orchard Park,Medina,11,3499,6,1998,"Orchard Park, NY
(42.76718214500045, -78.74387926899965)"
31029190090000,29,"Stedman Energy, Inc.",19009,0,0,GD,Brant-Eden,AC,Bower 3,Eden,Medina,12,1890,20,1993,"Eden, NY
(42.66478221800048, -78.88882822399967)"
31013207220000,13,"Chautauqua Energy,  Inc.",20722,0,0,GD,Lakeshore,AC,Beers 1,Westfield,Medina,12,2573,0,1995,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31013137090000,13,L. W. Resources,13709,0,0,GD,Lakeshore,IN,Chant #2,Sheridan,Medina,0,0,0,1997,"Sheridan, NY
(42.48838573900048, -79.23725606999966)"
31013192510000,13,Great Lakes Energy Partners,19251,0,0,GD,Lakeshore,AC,"Wilcox, L #1",Gerry,Medina,3,581,0,1989,"Gerry, NY
(42.19296008200047, -79.24892957399965)"
31013209310000,13,"Shelex Drilling, Inc.",20931,0,0,GD,Lakeshore,AC,Rapp #1,Stockton,Medina,8,10926,0,1992,"Stockton, NY
(42.31662335800047, -79.35563933699967)"
31013211500000,13,"Chautauqua Energy,  Inc.",21150,0,0,GD,Lakeshore,AC,Judd #2,Sherman,Medina,0,0,0,1997,"Sherman, NY
(42.159343358000456, -79.59595849699963)"
31013107270000,13,Belden & Blake Corporation,10727,0,0,GD,Lakeshore,AC,Montfort 1,Portland,Medina,0,0,0,1988,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31013045350000,13,"Appalachian Basin Oil & Gas, Inc.",4535,0,0,GD,Lakeshore,AC,Martin Alvin 1,Sheridan,Medina,12,2205,0,1993,"Sheridan, NY
(42.48838573900048, -79.23725606999966)"
31013109230000,13,Belden & Blake Corporation,10923,0,0,GD,Lakeshore,AC,Dubois 1,Portland,Medina,12,4930,0,1994,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31013187110000,13,"Marieff Petroleum, Inc.",18711,0,0,GD,Lakeshore,AC,Fullmer 1,Westfield,Medina,12,4788,0,1995,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31037213370000,37,United States Gypsum Co.,21337,0,0,GD,Alexander,AC,"Koers, A & K #1",Alexander,Medina,12,4628,0,1996,"Alexander, NY
(42.901733899000476, -78.25626928699967)"
31029207340000,29,Fault Line Oil Corp.,20734,0,0,GD,Chaffee-Arcade,PA,Gernatts Unit #2,Sardinia,Medina,12,0,0,1990,"Sardinia, NY
(42.540873304000456, -78.51533735199968)"
31013202670000,13,"Universal Resources Holdings , Inc.",20267,0,0,GD,Gerry-Charlotte,AC,Sass/Pavlock Unit Well #1,Charlotte,Medina,8,4613,0,1991,"Charlotte, NY
(43.24540427500045, -77.61779716599966)"
31029192220000,29,Belden & Blake Corporation,19222,0,0,GD,Sardinia,AC,"Tuczapski, J #1",Sardinia,Medina,12,2655,0,1999,"Sardinia, NY
(42.540873304000456, -78.51533735199968)"
31013197660000,13,"Universal Resources Holdings , Inc.",19766,0,0,GD,Lakeshore,AC,Northrup 5,Ripley,Medina,12,1188,0,1991,"Ripley, NY
(42.26656226300048, -79.71128793299965)"
31009220800000,9,Belden & Blake Corporation,22080,0,0,GD,Lakeshore,AC,Barber #1,Otto,Medina,12,1589,0,1996,"Otto, NY
(42.356452499000454, -78.83082631199966)"
31013179470000,13,Dannic Energy Corp.,17947,0,0,GD,Lakeshore,AC,A Carlson Unit #1,Carroll,Medina,12,1339,44,1990,"Carroll, NY
(42.01751177700049, -78.34077780999968)"
31013178900000,13,Belden & Blake Corporation,17890,0,0,GW,Harmony,IN,NYSRA #2-1587,Sherman,Bass Island,11,666,575,1998,"Sherman, NY
(42.159343358000456, -79.59595849699963)"
31013164330000,13,"Anderson, Stanley K.",16433,0,0,GD,Lakeshore,AC,Anderson 3,Gerry,Medina,12,0,0,1998,"Gerry, NY
(42.19296008200047, -79.24892957399965)"
31013164920000,13,Great Lakes Energy Partners,16492,0,0,GD,Lakeshore,AC,"Green, G. 633",Westfield,Medina,9,1131,15,1995,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31009045540000,9,Pennzoil Products Co.,4554,0,0,DH,Chipmunk,PA,Goldsboro Matson 1,Carrollton,Onondaga,0,0,0,1989,"Carrollton, NY
(42.10728142700049, -78.64980871399968)"
31013137290000,13,"Nornew, Inc.",13729,0,0,GD,Lakeshore,AC,Wells Jay #20600,Harmony,Medina,12,6903,305,1997,"Harmony, NY
(41.20120795700046, -73.88346743599965)"
31013114880000,13,Belden & Blake Corporation,11488,0,0,GD,Lakeshore,AC,Zook 276,Chautauqua,Medina,12,2803,0,1991,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31013045610000,13,Belden & Blake Corporation,4561,0,0,GW,Lakeshore,AC,Gage C T 1,Ellery,Medina,7,651,0,1986,"Ellery, NY
(42.19514403000045, -79.38579925999966)"
31009105770000,9,Belden & Blake Corporation,10577,0,0,GE,Lakeshore,AC,"Marek, L&V #1",Otto,Medina,12,2440,0,1996,"Otto, NY
(42.356452499000454, -78.83082631199966)"
31013128470000,13,"Alumax Extrusions, Inc.",12847,0,0,GD,Lakeshore,UN,Alumax 1,Dunkirk,Medina,12,5084,0,1987,"Dunkirk, NY
(42.487243753000485, -79.33577835999967)"
31013112060000,13,Belden & Blake Corporation,11206,0,0,GD,Lakeshore,AC,Mogen David 1,Portland,Medina,0,0,0,1989,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31013113490000,13,Belden & Blake Corporation,11349,0,0,GD,Lakeshore,AC,Dean Unit 260 1,Portland,Medina,3,624,0,1986,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31029221070000,29,Belden & Blake Corporation,22107,0,0,GD,Orchard Park-Hamburg,AC,Town of Hamburg #2,Hamburg,Medina,3,4972,50,1991,"Hamburg, NY
(42.71606257200045, -78.83210809599967)"
31009222700000,9,Great Lakes Energy Partners,22270,0,0,GD,Lakeshore,AC,"Swartzentruber, J #1",Leon,Medina,12,3159,0,2000,"Leon, NY
(42.29338150400048, -79.01635918699964)"
